epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,4713.16,1.84745,0.94207,1.02645,0.80807,0.74642,0.82537,0.35246,1.90555,1.00907,1.06808,0.0006932,0.0006932,0.0006932
35,4845.25,1.80593,0.92823,1.01418,0.83042,0.73606,0.82856,0.36859,1.86242,0.96951,1.05579,0.0006536,0.0006536,0.0006536
36,4978.42,1.82621,0.91978,1.02699,0.80545,0.75776,0.82822,0.37133,1.84878,0.98441,1.05058,0.000614,0.000614,0.000614
37,5111.53,1.77824,0.88683,1.01556,0.85381,0.74053,0.8393,0.38166,1.84408,0.9627,1.04796,0.0005744,0.0005744,0.0005744
38,5243.59,1.80994,0.93068,1.0243,0.82431,0.77238,0.82395,0.36515,1.84968,0.96312,1.05192,0.0005348,0.0005348,0.0005348
39,5383.93,1.79556,0.90096,1.01897,0.82533,0.73517,0.81559,0.36701,1.8867,0.95565,1.06301,0.0004952,0.0004952,0.0004952
40,5538.37,1.80813,0.89573,1.02793,0.83021,0.76996,0.84493,0.38005,1.86029,0.94696,1.05346,0.0004556,0.0004556,0.0004556
41,5693.72,1.77312,0.87912,1.05552,0.83679,0.72904,0.82647,0.36398,1.91141,0.96657,1.06672,0.000416,0.000416,0.000416
42,5856.07,1.7367,0.87451,1.05295,0.82121,0.73108,0.82758,0.35911,1.87944,0.99382,1.05682,0.0003764,0.0003764,0.0003764
43,5997.2,1.74974,0.86795,1.04307,0.81394,0.75594,0.83221,0.37954,1.84805,0.94221,1.05255,0.0003368,0.0003368,0.0003368
44,6143.84,1.71774,0.85571,1.03824,0.84495,0.74642,0.84358,0.38217,1.83136,0.9478,1.04229,0.0002972,0.0002972,0.0002972
45,6277.88,1.70551,0.8459,1.03375,0.82355,0.76357,0.82571,0.36541,1.86143,0.96664,1.05747,0.0002576,0.0002576,0.0002576
46,6410.71,1.71181,0.83873,1.02936,0.84303,0.7633,0.84064,0.37791,1.82679,0.97743,1.04595,0.000218,0.000218,0.000218
47,6538.67,1.70976,0.83809,1.02757,0.83326,0.7767,0.8267,0.37156,1.83505,1.02002,1.04257,0.0001784,0.0001784,0.0001784
48,6668.24,1.7001,0.82971,1.02969,0.82969,0.7771,0.81442,0.36792,1.82102,1.0485,1.04042,0.0001388,0.0001388,0.0001388
49,6795.73,1.67937,0.81992,1.03046,0.84773,0.76176,0.83013,0.38119,1.82043,0.99656,1.04049,9.92e-05,9.92e-05,9.92e-05
50,6928.43,1.70398,0.8183,1.03883,0.84466,0.76169,0.82726,0.37627,1.82433,0.99443,1.04161,5.96e-05,5.96e-05,5.96e-05
