epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,6614.31,1.79891,0.9262,1.00916,0.8306,0.76483,0.8428,0.38878,1.83271,0.9239,1.05473,0.0010892,0.0010892,0.0010892
25,6883.73,1.79284,0.8976,1.01844,0.81047,0.78937,0.83806,0.38071,1.85509,0.93503,1.05369,0.0010496,0.0010496,0.0010496
26,7158.34,1.77738,0.89423,1.01327,0.83123,0.78323,0.84578,0.39278,1.81239,0.92075,1.04881,0.00101,0.00101,0.00101
27,7432.33,1.803,0.89143,1.02317,0.83265,0.80384,0.85127,0.38929,1.8176,0.93524,1.05717,0.0009704,0.0009704,0.0009704
28,7703.65,1.7941,0.88526,1.0304,0.82764,0.78555,0.85267,0.39037,1.82722,0.92235,1.05023,0.0009308,0.0009308,0.0009308
29,7973.29,1.73331,0.85483,0.99556,0.80387,0.78786,0.84149,0.3769,1.82939,0.93731,1.04804,0.0008912,0.0008912,0.0008912
30,8243.22,1.77628,0.86448,1.00548,0.81004,0.80266,0.85444,0.38555,1.83552,0.90467,1.05341,0.0008516,0.0008516,0.0008516
31,8516.41,1.76213,0.86295,1.01189,0.8019,0.78834,0.84526,0.38464,1.84549,0.91635,1.0501,0.000812,0.000812,0.000812
32,8791.27,1.74533,0.84941,1.00137,0.82807,0.80271,0.85667,0.388,1.85172,0.90716,1.05452,0.0007724,0.0007724,0.0007724
33,9063.01,1.7174,0.84987,1.00187,0.83892,0.78817,0.85634,0.37855,1.876,0.92901,1.05267,0.0007328,0.0007328,0.0007328
34,9337,1.75935,0.85797,1.00074,0.84186,0.79346,0.85391,0.38071,1.86966,0.9123,1.05817,0.0006932,0.0006932,0.0006932
35,9608.82,1.7171,0.84016,0.9924,0.82339,0.80982,0.8626,0.38624,1.87283,0.89326,1.0599,0.0006536,0.0006536,0.0006536
36,9879.53,1.7274,0.83841,0.99988,0.85479,0.80051,0.87575,0.39923,1.81857,0.88,1.04418,0.000614,0.000614,0.000614
37,10151.5,1.68417,0.7992,0.99241,0.82693,0.81288,0.86888,0.3962,1.84756,0.88333,1.04953,0.0005744,0.0005744,0.0005744
38,10455.2,1.69239,0.81704,0.99722,0.83166,0.83129,0.87425,0.40435,1.81628,0.86732,1.04687,0.0005348,0.0005348,0.0005348
39,10750.4,1.66858,0.79746,0.98617,0.85059,0.79167,0.85427,0.40232,1.80659,0.86962,1.04204,0.0004952,0.0004952,0.0004952
40,11042.1,1.68667,0.79436,0.99771,0.83703,0.81391,0.86928,0.40832,1.80656,0.86322,1.04703,0.0004556,0.0004556,0.0004556
41,11321.6,1.66602,0.78052,1.02333,0.83121,0.79558,0.86207,0.39475,1.8659,0.87724,1.06164,0.000416,0.000416,0.000416
42,11598.6,1.64892,0.7671,1.02635,0.84391,0.80368,0.87316,0.3917,1.84645,0.87666,1.04867,0.0003764,0.0003764,0.0003764
43,11872.8,1.6514,0.7746,1.01288,0.83313,0.80368,0.86258,0.39784,1.84509,0.86906,1.05434,0.0003368,0.0003368,0.0003368
44,12145.5,1.61791,0.75891,1.00777,0.84575,0.82975,0.87,0.40329,1.829,0.85642,1.04775,0.0002972,0.0002972,0.0002972
45,12418.6,1.60674,0.74382,1.00378,0.84222,0.82415,0.87048,0.40703,1.80799,0.85027,1.04516,0.0002576,0.0002576,0.0002576
46,12699.5,1.59768,0.74278,0.99695,0.83611,0.8364,0.87711,0.40625,1.81376,0.85108,1.0439,0.000218,0.000218,0.000218
47,12968.1,1.58524,0.73712,0.99338,0.84896,0.81611,0.86889,0.40688,1.81795,0.84867,1.04563,0.0001784,0.0001784,0.0001784
48,13239,1.58907,0.72785,1.00151,0.83822,0.81697,0.86958,0.40415,1.83254,0.84534,1.05093,0.0001388,0.0001388,0.0001388
49,13511.6,1.5724,0.71708,0.99835,0.84677,0.81365,0.87001,0.40389,1.83148,0.85008,1.04932,9.92e-05,9.92e-05,9.92e-05
50,13804.5,1.58239,0.72583,0.9991,0.84437,0.80994,0.86925,0.40703,1.8317,0.84797,1.04875,5.96e-05,5.96e-05,5.96e-05
