epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,3507.75,3.90988,2.31597,2.07383,0.74079,0.67504,0.75457,0.32997,3.71898,2.32003,2.10661,0.0011288,0.0011288,0.0011288
24,3658.69,3.9351,2.25075,2.04455,0.75106,0.67869,0.76705,0.33492,3.68715,2.31443,2.09146,0.0010892,0.0010892,0.0010892
25,3811.38,3.81391,2.20615,2.04178,0.74595,0.68814,0.77672,0.33865,3.71062,2.31326,2.10209,0.0010496,0.0010496,0.0010496
26,3964.79,3.90673,2.21984,2.05196,0.73565,0.71063,0.77058,0.33457,3.76312,2.50367,2.10801,0.00101,0.00101,0.00101
27,4117.15,3.85972,2.19709,2.05974,0.72929,0.66936,0.74167,0.32112,3.81732,2.37366,2.12019,0.0009704,0.0009704,0.0009704
28,4269.76,3.84292,2.18419,2.06482,0.73238,0.68303,0.73618,0.30145,3.82294,2.37193,2.11394,0.0009308,0.0009308,0.0009308
29,4422.69,3.85213,2.18961,2.02328,0.72844,0.67791,0.74835,0.32465,3.78049,2.39302,2.11354,0.0008912,0.0008912,0.0008912
30,4575.35,3.90085,2.20055,2.04006,0.72804,0.70552,0.7681,0.33284,3.70465,2.30353,2.09525,0.0008516,0.0008516,0.0008516
31,4726.84,3.89207,2.1818,2.05784,0.75284,0.70697,0.76715,0.33091,3.72626,2.25049,2.09435,0.000812,0.000812,0.000812
32,4878.84,3.84431,2.11376,2.03638,0.74814,0.7137,0.78424,0.33948,3.73386,2.17852,2.09365,0.0007724,0.0007724,0.0007724
33,5030.57,3.79617,2.14393,2.03032,0.75557,0.69836,0.78084,0.33512,3.79148,2.21785,2.11098,0.0007328,0.0007328,0.0007328
34,5180.6,3.86706,2.15349,2.03054,0.74836,0.6842,0.75194,0.31358,3.83768,2.30725,2.12863,0.0006932,0.0006932,0.0006932
35,5334.15,3.79452,2.09021,2.01761,0.75795,0.7108,0.78704,0.34733,3.71337,2.19507,2.09178,0.0006536,0.0006536,0.0006536
36,5488.73,3.799,2.10825,2.03753,0.77187,0.70229,0.7883,0.35486,3.67374,2.19102,2.08244,0.000614,0.000614,0.000614
37,5641.55,3.71103,2.02343,2.01619,0.76555,0.70782,0.79219,0.34838,3.71186,2.1779,2.0895,0.0005744,0.0005744,0.0005744
38,5792,3.71714,2.07194,2.02788,0.74885,0.73211,0.79155,0.33877,3.75321,2.17279,2.10349,0.0005348,0.0005348,0.0005348
39,5942.27,3.72905,2.0347,2.01554,0.76929,0.71472,0.7889,0.35141,3.71864,2.12923,2.09843,0.0004952,0.0004952,0.0004952
40,6092.32,3.75287,2.01864,2.02823,0.75376,0.72929,0.79868,0.35121,3.68332,2.14065,2.08817,0.0004556,0.0004556,0.0004556
41,6238.1,3.64926,1.98809,2.09089,0.75525,0.6973,0.77657,0.34629,3.75573,2.19583,2.0943,0.000416,0.000416,0.000416
42,6400.55,3.60869,1.98503,2.09666,0.74095,0.72802,0.79639,0.35011,3.72851,2.15988,2.08995,0.0003764,0.0003764,0.0003764
43,6554.05,3.64814,1.97087,2.07429,0.73442,0.71881,0.79077,0.34769,3.75881,2.12869,2.10458,0.0003368,0.0003368,0.0003368
44,6701.83,3.57555,1.93499,2.06582,0.75945,0.736,0.80751,0.35809,3.71887,2.10696,2.0887,0.0002972,0.0002972,0.0002972
45,6847.68,3.55541,1.90695,2.057,0.74307,0.74642,0.8007,0.35426,3.66342,2.08775,2.08007,0.0002576,0.0002576,0.0002576
46,6992.99,3.54564,1.9082,2.04654,0.75634,0.75562,0.81091,0.36339,3.6599,2.06325,2.07627,0.000218,0.000218,0.000218
47,7138.94,3.55533,1.89603,2.04487,0.78089,0.73611,0.81436,0.36243,3.70089,2.05996,2.08239,0.0001784,0.0001784,0.0001784
48,7284.09,3.52481,1.85938,2.05116,0.77306,0.74538,0.8066,0.36212,3.70725,2.04952,2.08408,0.0001388,0.0001388,0.0001388
49,7429.01,3.47009,1.85661,2.05304,0.75868,0.74257,0.80411,0.36139,3.68767,2.05314,2.08038,9.92e-05,9.92e-05,9.92e-05
50,7573.35,3.52781,1.85535,2.05657,0.7623,0.74131,0.80327,0.36009,3.68929,2.04205,2.08009,5.96e-05,5.96e-05,5.96e-05
