epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,2948.91,1.89814,1.03017,1.02426,0.79598,0.71007,0.76835,0.32436,1.93794,1.08271,1.07141,0.0010892,0.0010892,0.0010892
25,3069.46,1.89046,1.01242,1.03352,0.83405,0.71575,0.79585,0.34193,1.93555,1.02055,1.06658,0.0010496,0.0010496,0.0010496
26,3190.44,1.89697,1.01695,1.0319,0.79833,0.73824,0.81198,0.3567,1.86953,1.05359,1.04777,0.00101,0.00101,0.00101
27,3310.94,1.87753,1.0049,1.02973,0.82729,0.73415,0.82436,0.36358,1.86649,1.00415,1.05048,0.0009704,0.0009704,0.0009704
28,3432.06,1.85085,0.99223,1.03547,0.80406,0.74266,0.81431,0.36608,1.85428,1.02187,1.04085,0.0009308,0.0009308,0.0009308
29,3552.89,1.84784,0.9751,1.01459,0.78635,0.71677,0.80279,0.35197,1.87591,1.05308,1.0484,0.0008912,0.0008912,0.0008912
30,3673.31,1.87543,0.99438,1.02383,0.7775,0.71472,0.795,0.33852,1.91457,1.0576,1.06048,0.0008516,0.0008516,0.0008516
31,3794.49,1.87592,0.98576,1.03528,0.76608,0.71994,0.7977,0.34059,1.90995,1.05641,1.04817,0.000812,0.000812,0.000812
32,3915.16,1.86891,0.97153,1.01946,0.81911,0.73517,0.81909,0.36028,1.87676,1.02241,1.04607,0.0007724,0.0007724,0.0007724
33,4035.76,1.82108,0.9663,1.01644,0.79559,0.75613,0.82352,0.36829,1.86019,1.01058,1.04766,0.0007328,0.0007328,0.0007328
34,4155.45,1.85639,0.96477,1.01739,0.81128,0.76924,0.83385,0.36871,1.84773,1.00379,1.03883,0.0006932,0.0006932,0.0006932
35,4275.41,1.82602,0.94987,1.00698,0.81698,0.75562,0.83612,0.37203,1.84455,0.9886,1.04071,0.0006536,0.0006536,0.0006536
36,4397.09,1.84374,0.95243,1.02033,0.8303,0.74131,0.83064,0.36726,1.84399,0.99429,1.04116,0.000614,0.000614,0.000614
37,4518.21,1.79949,0.91952,1.00817,0.83556,0.74298,0.83153,0.36712,1.87721,0.99943,1.04774,0.0005744,0.0005744,0.0005744
38,4639.01,1.80708,0.95159,1.01675,0.80829,0.77168,0.83689,0.36873,1.84258,0.99476,1.03632,0.0005348,0.0005348,0.0005348
39,4759.57,1.78778,0.9286,1.00773,0.83715,0.75562,0.83288,0.37677,1.83548,0.96495,1.04408,0.0004952,0.0004952,0.0004952
40,4880.06,1.80769,0.91512,1.01734,0.82438,0.76687,0.84172,0.37626,1.849,0.95407,1.04477,0.0004556,0.0004556,0.0004556
41,4997.81,1.78415,0.9058,1.04512,0.80577,0.74029,0.82719,0.3573,1.91449,0.98646,1.05574,0.000416,0.000416,0.000416
42,5115.52,1.76924,0.90231,1.0493,0.81677,0.74748,0.83898,0.36367,1.87319,0.97915,1.04465,0.0003764,0.0003764,0.0003764
43,5232.85,1.78419,0.9072,1.03859,0.79916,0.75267,0.83145,0.36355,1.85122,0.97819,1.04314,0.0003368,0.0003368,0.0003368
44,5350.38,1.75119,0.89765,1.03278,0.82261,0.77505,0.83987,0.37781,1.83201,0.96102,1.03817,0.0002972,0.0002972,0.0002972
45,5469,1.73591,0.88437,1.02842,0.8264,0.74847,0.84289,0.38045,1.83091,0.9429,1.03705,0.0002576,0.0002576,0.0002576
46,5586.79,1.73962,0.87108,1.02444,0.80788,0.78255,0.84651,0.38647,1.82338,0.94156,1.03537,0.000218,0.000218,0.000218
47,5704.51,1.72366,0.87372,1.02132,0.82259,0.76328,0.84597,0.38747,1.82914,0.941,1.03464,0.0001784,0.0001784,0.0001784
48,5822.44,1.73352,0.86683,1.02548,0.83145,0.76669,0.85246,0.38457,1.82904,0.93908,1.03393,0.0001388,0.0001388,0.0001388
49,5939.92,1.70408,0.85476,1.02407,0.81726,0.76483,0.84717,0.38347,1.81925,0.93616,1.03367,9.92e-05,9.92e-05,9.92e-05
50,6057.04,1.72625,0.86002,1.02812,0.82886,0.76261,0.84653,0.38497,1.82418,0.93465,1.03558,5.96e-05,5.96e-05,5.96e-05
