epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,16212.7,1.77978,0.8661,1.0075,0.81542,0.72802,0.81555,0.34432,1.9105,0.9711,1.07882,0.0008516,0.0008516,0.0008516
31,16751.9,1.78788,0.87334,1.01784,0.82471,0.80777,0.84902,0.38938,1.80338,0.90478,1.05399,0.000812,0.000812,0.000812
32,17287.1,1.73678,0.83387,1.00392,0.84154,0.78937,0.85324,0.39436,1.82065,0.91173,1.04899,0.0007724,0.0007724,0.0007724
33,17819.7,1.69403,0.84654,0.99639,0.84341,0.79304,0.86115,0.39715,1.82835,0.9059,1.05182,0.0007328,0.0007328,0.0007328
34,18357.2,1.70695,0.82187,0.993,0.85168,0.78937,0.86143,0.39488,1.83205,0.88443,1.04868,0.0006932,0.0006932,0.0006932
35,18890.5,1.67299,0.82188,0.98198,0.84074,0.80061,0.86092,0.4012,1.80484,0.86966,1.04216,0.0006536,0.0006536,0.0006536
36,19420.1,1.67297,0.78655,0.98844,0.82227,0.78999,0.85245,0.39769,1.85183,0.89287,1.05735,0.000614,0.000614,0.000614
37,19950.3,1.65218,0.77193,0.98549,0.83894,0.79652,0.86093,0.38536,1.87915,0.88432,1.06447,0.0005744,0.0005744,0.0005744
38,20479.3,1.65129,0.78964,0.99209,0.8455,0.80575,0.86947,0.4,1.83816,0.873,1.05314,0.0005348,0.0005348,0.0005348
39,21009.5,1.64115,0.77446,0.98394,0.84963,0.79039,0.86278,0.40751,1.81923,0.85653,1.04422,0.0004952,0.0004952,0.0004952
40,21541.1,1.64454,0.76348,0.98932,0.86049,0.80982,0.86199,0.40295,1.83004,0.85423,1.05355,0.0004556,0.0004556,0.0004556
41,22073,1.62985,0.75067,1.01761,0.82868,0.78937,0.85143,0.3863,1.88032,0.87374,1.0619,0.000416,0.000416,0.000416
42,22601.5,1.6083,0.73854,1.01762,0.87039,0.81026,0.87149,0.39946,1.82368,0.8578,1.04798,0.0003764,0.0003764,0.0003764
43,23127,1.5936,0.72769,1.00162,0.85594,0.81407,0.87462,0.4037,1.82607,0.85656,1.04623,0.0003368,0.0003368,0.0003368
44,23652,1.55863,0.72581,0.9942,0.8709,0.81391,0.88168,0.41082,1.80929,0.83949,1.04347,0.0002972,0.0002972,0.0002972
45,24186.8,1.55953,0.71102,0.99551,0.86178,0.81604,0.87594,0.40187,1.82453,0.84435,1.05455,0.0002576,0.0002576,0.0002576
46,24719.6,1.5486,0.70187,0.9864,0.85582,0.80982,0.87325,0.4069,1.81351,0.83745,1.0486,0.000218,0.000218,0.000218
47,25251.5,1.52061,0.68798,0.98104,0.86052,0.818,0.87326,0.41086,1.81645,0.83157,1.05063,0.0001784,0.0001784,0.0001784
48,25782.7,1.54077,0.68403,0.99003,0.86429,0.81288,0.87594,0.4105,1.83896,0.83549,1.05736,0.0001388,0.0001388,0.0001388
49,26313.4,1.49744,0.66501,0.98381,0.86266,0.81565,0.88118,0.40969,1.83461,0.8339,1.05456,9.92e-05,9.92e-05,9.92e-05
50,26842.3,1.51248,0.67373,0.98597,0.86465,0.818,0.88501,0.40784,1.84732,0.83373,1.05803,5.96e-05,5.96e-05,5.96e-05
